Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,x,y
WFM,Whole Foods Market,Consumer Staples,30.86,1.76,20.94,1.47,9.94,28.07,57.39,10.12,1.4,0.65,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFM,-22.30328645222023,-19.050463065918642
WMB,Williams Cos.,Energy,16.03,15.85,,-0.74,9.86,10.22,61.38,12.02,2.91,1.69,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB,-3.2007428790819694,-15.799939395962735
WLTW,Willis Towers Watson,Financials,112.88,1.7,20.87,5.41,32.68,110.75,112.99,7.68,0.858,1.99,3.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW,21.170240427082003,-13.663719178762408
WEC,Wisconsin Energy Corporation,Utilities,57.98,3.47,24.78,2.34,27.42,44.93,58.15,18.3,1.83,3.06,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC,-37.80785785203086,-16.01175870246028
WYN,Wyndham Worldwide,Consumer Discretionary,71.65,2.38,13.94,5.14,8.33,60.59,94.35,8.06,1.26,1.44,8.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN,18.366896825663602,13.093925712276814
WYNN,Wynn Resorts Ltd,Consumer Discretionary,80.63,2.51,41.99,1.92,-1.75,49.95,145.4,8.16,1.0,1.98,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN,-1.755177128565141,-18.061830843102122
XEL,Xcel Energy Inc,Utilities,40.2,3.43,20.73,1.94,20.79,31.76,40.42,20.4,3.23,1.84,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL,-36.55336838047413,-16.53309801082651
XRX,Xerox Corp.,Information Technology,9.64,3.23,22.37,0.43,8.97,8.48,13.72,9.76,2.02,0.54,1.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX,11.806816155654651,-7.748819203974979
XLNX,Xilinx Inc,Information Technology,48.25,2.54,24.03,2.01,10.14,38.73,50.72,12.33,0.74521,5.5,4.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX,3.625632783787301,3.765482200781476
XL,XL Capital,Financials,34.65,2.33,8.35,4.15,39.3,25.56,40.48,10.3,0.98963,1.12,0.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL,11.070251111462207,2.7997966053720877
XYL,Xylem Inc.,Industrials,37.56,1.65,20.09,1.87,11.68,29.9,38.08,6.7,0.588,1.83,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL,22.80158785865307,-2.823636066180379
YHOO,Yahoo Inc.,Information Technology,31.36,,,-4.64,30.78,26.15,46.17,29.59,0.47468,5.88,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YHOO,-2.223268496917844,8.374629489901476
YUM,Yum! Brands Inc,Consumer Discretionary,70.96,2.56,24.3,2.92,2.17,64.58,95.9,29.0,2.9,2.23,32.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM,10.84482591645008,23.01602213473052
ZBH,Zimmer Biomet Holdings,Health Care,96.89,0.92,372.65,0.26,48.29,88.27,121.54,19.69,1.96,3.2,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH,-0.4023163785512035,15.419300268204475
ZION,Zions Bancorp,Financials,21.23,1.08,17.69,1.2,32.67,19.65,33.03,4.34,0.0,2.06,0.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION,32.371418322208164,10.434850624330359
ZTS,Zoetis,Health Care,42.9,0.89,63.27,0.68,2.47,37.73,55.38,21.36,1.46,4.43,17.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS,-5.46240862213384,13.242260685584581
